date,dish_name,countries_of_origin,ingredients,comm_average_score,top_guess,percent_agreement
6/22/2026,Bistecca Alla Fiorentina,Italy,"Aged T-bone or porterhouse steak, olive oil, rosemary, salt, pepper, lemon wedges (optional), garlic (optional), thyme (optional).",4069,United States,51
6/22/2026,Crémas,Haiti,"Condensed milk, evaporated milk, cream of coconut, dark rum, vanilla extract, cinnamon, nutmeg, lime zest, almond extract (optional), star anise (optional), clove (optional), grated coconut (optional), sugar (optional)",2415,Philippines,15
6/23/2026,Alguashte,Honduras; El Salvador,"Toasted pumpkin seeds, salt, (optional) chili powder, (optional) dried ground corn, (optional) dried herbs",2468,Mexico,33
6/23/2026,Queijo Coalho,Brazil,"Cows milk, salt, enzymes, butter (optional), herbs (optional), spices (optional).",3546,France,22
6/23/2026,Peach Melba,France,"Peaches, raspberries, sugar, vanilla ice cream, whipped cream (optional), sliced almonds (optional), raspberry liqueur (optional).",4163,United States,28
6/24/2026,Sujuk,Kyrgyzstan; Armenia; Georgia; Bulgaria; Bosnia and Herzegovina; Kazakhstan; Albania; Turkey,"Ground beef, ground lamb, garlic, paprika, cumin, sumac, salt, pepper, red pepper flakes, allspice, fenugreek, coriander, (optional) chili powder, (optional) nutmeg, (optional) clove.",3751,Germany,16
6/24/2026,Curl,Japan,"Corn grits, vegetable oil, salt, cheese powder, seasoning, sugar, milk powder (optional), butter powder (optional), monosodium glutamate (optional).",3330,United States,66
6/24/2026,Caipirinha,Brazil,"Cachaca, lime, sugar, ice, fruit (optional), simple syrup (optional), bitters (optional)",4163,Brazil,32
6/25/2026,Madras Curry,United Kingdom,"Oil, onion, garlic, ginger, green chili, tomato, curry leaves (optional), cumin seeds, coriander powder, turmeric powder, chili powder, black pepper, garam masala, meat or poultry or vegetables, salt, lemon juice (optional), yogurt (optional), fresh cilantro (optional)",3295,India,77
6/25/2026,Piracaldo,Paraguay,"Fish, onions, tomatoes, bell peppers, garlic, oil, water, potatoes, salt, black pepper, parsley, (optional) hot pepper, (optional) green onions, (optional) carrots, (optional) rice, (optional) lemon juice",2278,Spain,13
6/25/2026,Paloma,Mexico,"Tequila, grapefruit soda, lime juice",4732,Mexico,71
6/26/2026,Bánh Hỏi,Vietnam,"Rice vermicelli, garlic chives, bean sprouts, pork, shrimp, scallions, fish sauce, sugar, lime juice, chili peppers, shallots, garlic, lettuce, mint, coriander, basil, peanuts.",4276,Vietnam,42
6/26/2026,Nasi Minyak,Indonesia; Malaysia; Singapore; Thailand,"Basmati rice, ghee, garlic, ginger, star anise, cinnamon stick, cloves, cardamom pods, onions, evaporated milk, water, saffron (optional), rose water (optional), pandan leaves (optional), raisins (optional), fried shallots (optional).",4068,India,63
6/26/2026,Bakı Qurabiyyəsi,Azerbaijan,"Flour, butter, sugar, eggs, vanilla, lemon zest, powdered sugar, (optional: walnuts, almonds, pistachios)",2348,United Kingdom,25
6/27/2026,Surf And Turf,United States,"Steak, lobster, butter, garlic, black pepper, salt, olive oil, lemon, parsley, thyme, (optional shrimp), (optional crab), (optional béarnaise sauce), (optional mushrooms), (optional potatoes)",4658,United States,67
6/27/2026,Bhoonja,India,"Rice, puffed rice, lentils, peanuts, chickpea flour, turmeric, cumin seeds, coriander seeds, salt, chili powder, black mustard seeds, curry leaves, vegetable oil, chilies, ginger, garlic, onions, green peas (optional), cashews (optional), raisins (optional), fennel seeds (optional).",4614,India,66
6/27/2026,Ul Boov,Mongolia,"Flour, sugar, water, yeast, egg, butter, sheep fat, salt, baking powder, (optional) milk, (optional) vanilla extract, (optional) raisins.",3804,Mongolia,40
6/28/2026,Hermelín cheese,Czechia,"Cow's milk, oil, onion, garlic, pepper, paprika, chili peppers, herbs, bay leaves, beer (optional), mustard (optional), honey (optional).",3128,France,62
6/28/2026,Saleeg,Saudi Arabia,"Chicken or lamb, rice, milk, water, butter, cardamom, cinnamon, clove, Bay leaf, black lime, onion, garlic, salt, black pepper, (optional: saffron, ghee, chicken broth, lemon, ginger, tomato).",2831,India,37
6/28/2026,B-52 cocktail,Canada,"Coffee liqueur, Irish cream, orange liqueur, whipped cream (optional)",4013,Ireland,53
6/29/2026,Olomoucké Tvarůžky,Czechia,"Curd cheese, salt, water, yeast (optional), milk (optional), spices (optional).",3264,France,22
6/29/2026,Durus Kura,Bangladesh; Myanmar,"Chicken, turmeric, cardamom, cloves, cinnamon, bay leaves, yogurt, garlic, ginger, onion, chili, salt, oil, water, rice, cilantro (optional), mint (optional).",3434,India,44
6/29/2026,Blueberry Tea,Canada,"Amaretto, orange liqueur, hot black tea, orange slice (optional), honey (optional), cinnamon stick (optional)",4014,United Kingdom,37
6/30/2026,Pieds Paquets,France,"Lamb trotters, sheep tripe, onions, garlic, white wine, tomatoes, olive oil, salt, pepper, bouquet garni, parsley, (optional) carrots, (optional) bacon, (optional) potatoes, (optional) celery.",4387,France,43
6/30/2026,Arroz Caldoso,Spain,"Rice, chicken broth, onions, garlic, tomatoes, bell peppers, saffron, olive oil, chicken, fish, shellfish, white wine, peas, paprika, bay leaf, parsley, salt, pepper, (optional: shrimp), (optional: chorizo), (optional: mussels), (optional: squid), (optional: clams).",4394,Spain,51
6/30/2026,Grogue,Cape Verde,"Sugarcane, yeast, water.",1411,Jamaica,14
7/1/2026,Mititei,Romania,"Ground beef, ground pork, ground lamb, garlic, black pepper, salt, thyme, paprika, baking soda, beef broth, water, oil, (optional: coriander, allspice).",3202,Germany,29
7/1/2026,Paardenrookvlees,Belgium,"Horse meat, salt, curing salt, smoke, black pepper (optional)",3115,Mongolia,21
7/1/2026,Tibok-tibok,Philippines,"Carabao milk, cornstarch, sugar, salt, pandan leaves, coconut cream, latik (optional).",3940,Philippines,33
7/2/2026,Ossobuco,Italy,"Veal shanks, onion, carrot, celery, garlic, white wine, beef broth, tomato, olive oil, butter, lemon zest, parsley.",4422,Italy,43
7/2/2026,Acheke,Benin; Ghana; Togo; Ivory Coast,"Cassava, palm oil, fish, tomatoes, onions, habanero peppers, garlic, lime, salt, (optional) chicken, (optional) beef, (optional) shrimp, (optional) vegetables, (optional) bouillon cubes.",3056,Brazil,15
7/2/2026,Crumpet,United Kingdom,"Flour, water, milk, yeast, baking powder, sugar, salt, butter",4743,United Kingdom,77
7/3/2026,Tater Tots,United States,"Potatoes, vegetable oil, salt, pepper, flour (optional), garlic powder (optional), onion powder (optional), cheese (optional), breadcrumbs (optional).",4886,United States,87
7/3/2026,Cherry Kebab,Syria,"Cherries, lamb or beef, onions, ghee or butter, pine nuts, salt, black pepper, pomegranate molasses, cinnamon, sugar, bread or rice (optional), sumac (optional).",3144,Iran,17
7/3/2026,Chocolate Crackles,Australia; New Zealand,"Rice bubbles, cocoa powder, coconut oil or Copha, desiccated coconut, powdered sugar, (optional) sprinkles, (optional) dried fruit.",4007,Australia,19
7/4/2026,Spaghetti Alle Vongole,Italy,"Spaghetti, clams, olive oil, garlic, white wine, parsley, salt, pepper, crushed red pepper flakes (optional), lemon (optional), butter (optional), tomatoes (optional).",4862,Italy,84
7/4/2026,Pilgrim Sandwich,United States,"Turkey, stuffing, cranberry sauce, gravy, bread, mayonnaise (optional), lettuce (optional), tomato (optional).",4792,United States,79
7/4/2026,Daiquiri,Cuba,"White rum, lime juice, sugar, ice, fruit puree (optional), bitters (optional), simple syrup (optional)",3627,Cuba,21
7/5/2026,Queso Frito,Nicaragua; Puerto Rico; Mexico; Costa Rica; El Salvador; Venezuela; Dominican Republic,"Fresh white cheese, oil, flour (optional), eggs (optional), herbs (optional), spices (optional)",4283,Mexico,25
7/5/2026,Tilsit Cheese,Russia; Germany,"Cow's milk, bacterial cultures, rennet, salt, annatto (optional).",3928,France,32
7/5/2026,Pan De Coco,Philippines,"Coconut milk, flour, sugar, yeast, butter, eggs, desiccated coconut, salt, water, vanilla (optional).",4004,Philippines,35
7/6/2026,SubDog,Canada,"Footlong sandwich bread, Schneider’s all-beef hot dog, optional standard subway toppings",4426,United States,87
7/6/2026,Gan Mianpi,China,"Wheat flour, water, salt, mung bean starch, gluten, chili oil, soy sauce, black vinegar, garlic, cucumber, bean sprouts, sesame paste (optional), crushed peanuts (optional), cilantro (optional)",4318,China,47
7/6/2026,Whoopie Pie,United States,"Flour, sugar, baking powder, baking soda, salt, cocoa powder, butter, eggs, vanilla extract, milk, buttermilk, shortening, confectioners' sugar, marshmallow fluff, (optional) chocolate chips, (optional) cream cheese.",4511,United States,45
7/7/2026,Galchi-jorim,North Korea; South Korea,"Hairtail fish, radish, soy sauce, garlic, ginger, green onion, chili powder, chili pepper, sugar, sesame oil, water, (optional) tofu, (optional) potato, (optional) onion, (optional) rice wine",4369,South Korea,45
7/7/2026,Khoya Paneer,India,"Paneer, khoya, onion, tomato, ginger, garlic, green chili, cumin seeds, turmeric powder, red chili powder, garam masala, coriander powder, salt, ghee, cream (optional), cashew paste (optional), coriander leaves.",4880,India,92
7/7/2026,Lörtsy,Finland,"Wheat flour, milk, egg, sugar, salt, butter, yeast, minced meat or rice porridge, onion, allspice, black pepper, (optional: apples, raisins, cinnamon, cream cheese, jam).",3410,United Kingdom,37
7/8/2026,Chicken Chigirtma,Azerbaijan,"Chicken, onions, eggs, butter, salt, pepper, dill, (optional) garlic, (optional) saffron, (optional) yogurt, (optional) lemon juice.",2694,India,18
7/8/2026,Bacalhau À Zé Do Pipo,Portugal,"Salted cod, potatoes, onions, mayonnaise, olive oil, garlic, milk, white pepper, black olives, parsley, lemon juice, butter, cream, (optional) hard-boiled eggs, (optional) grated cheese, (optional) bay leaf.",3767,United Kingdom,27
7/8/2026,Jaffa Cakes,United Kingdom,"Sugar, flour, eggs, orange-flavored jelly, dark chocolate, butter, baking powder, milk (optional), orange zest (optional), vanilla extract (optional).",4540,United Kingdom,59
7/9/2026,Kyabetsu Tarō,Japan,"Corn grits, flour, vegetable oil, sugar, salt, aonori seaweed, sauce powder, seasoning, yeast extract, spices, starch, (optional: powdered seaweed, soy sauce powder, flavor enhancers)",4563,Japan,62
7/9/2026,Pindjur,Bulgaria; Serbia; North Macedonia,"Red bell peppers, eggplant, tomatoes, garlic, vegetable oil, salt, chili peppers (optional), vinegar (optional), sugar (optional).",3322,Italy,21
7/9/2026,O-aew,Thailand,"Jelly, red bean, ice, syrup, basil seeds (optional), fruit toppings (optional).",3306,Philippines,18
7/10/2026,Kelaguen,Guam; Northern Mariana Islands; Micronesia,"Chicken, lemon juice, green onions, freshly grated coconut, hot pepper, salt, grated ginger (optional), soy sauce (optional).",951,Mexico,21
7/10/2026,Lori,Armenia,"Goat's milk, cow's milk, sheep's milk, salt, rennet, starter culture (optional)",2484,France,21
7/10/2026,Mimosa,France,"Champagne, orange juice, triple sec (optional), grenadine (optional), Grand Marnier (optional), cherry (optional)",4423,France,41
7/11/2026,Mie Kopyok,Indonesia,"Yellow noodles, tofu, bean sprouts, cabbage, celery, fried shallots, crackers, sweet soy sauce, garlic, salt, water, beef broth, peanuts (optional), chili sauce (optional).",3824,China,30
7/11/2026,Maniçoba,Brazil,"Jatropha leaves, pork, beef, bacon, sausage, salted pork trimmings, chorizo, smoked meats, garlic, onion, bay leaves, chili pepper, (optional) cassava flour, (optional) rice, (optional) black pepper",3772,Mexico,14
7/11/2026,Zeppole,Italy,"Flour, water, butter, eggs, sugar, salt, milk, yeast, lemon zest, vanilla extract, powdered sugar, ricotta cheese (optional), custard (optional), jam (optional), honey (optional), chocolate (optional), whipped cream (optional).",4246,Italy,36
7/12/2026,Tinga,Mexico,"Chicken, onion, garlic, tomatoes, chipotle peppers, chicken broth, salt, pepper, oregano, olive oil, bay leaves, thyme, tortillas (optional), avocado (optional), sour cream (optional), cheese (optional), cilantro (optional), lime (optional)",4685,Mexico,76
7/12/2026,Pittsburgh Salad,United States,"Lettuce, tomatoes, cucumbers, onions, cheese, fries, steak, chicken (optional), ranch dressing, Italian dressing (optional), egg (optional).",4752,United States,79
7/12/2026,Dobos Torte,Hungary,"Flour, sugar, eggs, butter, vanilla extract, chocolate, cocoa powder, milk, powdered sugar, lemon juice, salt, baking powder, heavy cream, caramel, hazelnuts (optional), rum (optional).",3784,Hungary,34
7/13/2026,Zigni,Eritrea; Ethiopia; Djibouti; Somalia,"Beef, onion, garlic, ginger, berbere spice mix, tomatoes, tomato paste, oil or clarified butter, water or broth, salt, pepper, cardamom (optional), cinnamon (optional), fenugreek (optional), cloves (optional), coriander (optional), red wine (optional).",3565,Ethiopia,38
7/13/2026,Wagasi,Benin,"Cow's milk, vinegar or lemon juice, water, salt, oil (optional).",2034,Italy,24
7/13/2026,Helado De Paila,Colombia; Ecuador,"Fruit pulp, sugar, ice, water, lime juice, cinnamon (optional), panela (optional), fruit chunks (optional)",3103,Italy,26
7/14/2026,Jauhelihapizza,Finland,"Pizza dough, ground beef, tomato sauce, cheese, onion, bell pepper (optional), tomato (optional), mushroom (optional), oregano, black pepper, salt",3043,United States,40
7/14/2026,Malewa,Uganda,"Bamboo shoots, peanuts, groundnut sauce, salt, water.",2669,Nigeria,21
7/14/2026,Nanaimo Bar,Canada,"Graham cracker crumbs, butter, cocoa powder, powdered sugar, vanilla extract, egg, coconut, walnuts (optional), almond extract (optional), custard powder, heavy cream, semisweet chocolate, milk chocolate (optional).",4339,United States,36
7/15/2026,Chivito (sandwich),Uruguay,"Beef steak, ham, bacon, mozzarella cheese, tomatoes, lettuce, mayonnaise, olives, hard-boiled egg, bread, onions (optional), roasted red peppers (optional), pickles (optional), mushrooms (optional).",2575,United States,44
7/15/2026,Dakjuk,North Korea; South Korea,"Rice, chicken, water, garlic, salt, pepper, sesame oil (optional), green onion (optional), soy sauce (optional), ginger (optional).",3962,China,43
7/15/2026,Bulan Dan Mek,Thailand,"Sticky rice flour, coconut milk, sugar, (optional) food coloring",3866,Thailand,25
7/16/2026,Salchichón,Spain,"Pork, pork fat, salt, black pepper, garlic, nutmeg (optional), cloves (optional), oregano (optional).",4229,Italy,51
7/16/2026,Noodles With Tomato Egg Sauce,China,"Noodles, tomatoes, eggs, garlic, scallions, oil, salt, sugar (optional), soy sauce (optional), pepper (optional), sesame oil (optional), chicken broth (optional), ginger (optional)",4505,China,55
7/16/2026,Norman Tart,France,"Shortcrust pastry, apples, butter, cream, sugar, calvados, eggs, (almonds), (cinnamon), (vanilla).",4250,France,32
7/17/2026,Chechil,Armenia; Georgia,"Cow milk, salt, rennet, water, (optional: black cumin seeds, spices).",2826,Germany,19
7/17/2026,Kappa Ebisen,Japan,"Shrimp, wheat flour, vegetable oil, cornstarch, sugar, salt, monosodium glutamate, baking powder, citric acid, natural flavor, paprika, (optional soy sauce).",4334,Japan,37
7/17/2026,Assidat Zgougou,Tunisia,"Zgougou seeds, water, flour, sugar, milk, orange blossom water, almonds, hazelnuts, pistachios, pine nuts, walnuts, egg yolks, vanilla, rose water (optional), cinnamon (optional), pastry cream (optional).",2588,Syria,22
7/18/2026,Meat And Potato Pie,United Kingdom,"Beef, potatoes, onion, shortcrust pastry, beef stock, butter, flour, salt, pepper, Worcestershire sauce (optional), carrot (optional), peas (optional), thyme (optional).",4816,United Kingdom,83
7/18/2026,Chorizo De Bilbao,Philippines,"Pork, paprika, garlic, black pepper, salt, vinegar, bay leaves, annatto, casing, cloves (optional), nutmeg (optional), sugar (optional), curing salt (optional).",2839,Spain,23
7/18/2026,Better Than Sex Cake,United States,"Devil's food cake mix, eggs, water, vegetable oil, caramel sauce, sweetened condensed milk, whipped topping, toffee bits, chocolate syrup (optional), chocolate chips (optional), crushed cookies (optional).",4773,United States,76
7/19/2026,Rijsttafel,Indonesia; Netherlands,"Rice with various side dishes that include meats, fish, vegetables, pickles, and condiments",3765,Indonesia,18
7/19/2026,Weisswurst,Germany,"Pork, veal, bacon, lemon zest, parsley, onions, mace, ginger, nutmeg, salt, white pepper, milk, eggs, natural casings, (optional) cardamom, (optional) coriander.",4865,Germany,86
7/19/2026,Ashoka Halwa,India,"Moong dal, ghee, sugar, milk, cardamom, cashew nuts, raisins (optional), saffron (optional), wheat flour (optional), food color (optional)",4662,India,78
7/20/2026,Bedengan mekhalel,Egypt,"Eggplant, onion, olive oil, garlic, lemon juice, cumin, coriander, tomatoes, chickpeas, parsley, salt, pepper, green pepper (optional), chili pepper (optional), saffron (optional).",3259,Turkey,16
7/20/2026,Ploye,Canada,"Buckwheat flour, all-purpose flour, baking powder, salt, water, (optional: milk, sugar)",4114,Canada,27
7/20/2026,Torta della Nonna,Italy,"Flour, sugar, butter, eggs, pine nuts, lemon zest, vanilla extract, milk, cornstarch, baking powder, salt, powdered sugar, (optional) almond extract, (optional) orange zest",4300,France,43
7/21/2026,Dopiaza,Afghanistan; Iran,"Meat, onions, garlic, turmeric, ginger, black pepper, coriander, cumin, tomatoes (optional), green chilies (optional), yogurt (optional), potatoes (optional), lemon juice (optional), fresh herbs (optional)",3551,India,37
7/21/2026,Kibbeh Safarjaliyeh,Syria,"Lamb or beef, onions, bulgur, pomegranate molasses, quince, ghee or butter, salt, black pepper, allspice, cinnamon, water, lemon juice, garlic, pine nuts (optional), mint (optional)",3167,India,18
7/21/2026,Apple Cheese,Poland; Lithuania,"apples, sugar, honey (optional), cinnamon (optional), cloves (optional), nuts (optional), lemon juice (optional)",3479,United Kingdom,14
7/22/2026,Oeuf Mayonnaise,France,"Eggs, mayonnaise, mustard, vinegar, salt, pepper, chives (optional), parsley (optional), lettuce (optional).",4538,France,57
7/22/2026,Milho Frito,Portugal,"Cornmeal, water, garlic, olive oil, kale, salt, pepper, pork fat, chorizo (optional), cheese (optional).",3797,Spain,23
7/22/2026,Swiss Lemonade,Brazil,"Lime, water, sugar, ice, condensed milk (optional), sparkling water (optional), mint leaves (optional)",3735,Brazil,30
7/23/2026,Bánh Gối,Vietnam,"Pork, shrimp, wood ear mushrooms, glass noodles, onion, carrot, jicama, salt, pepper, sugar, fish sauce, shallot, garlic, egg, wheat flour, rice flour, cooking oil, water, vinegar, chili, lettuce, mint, coriander, basil (optional), lime (optional).",4118,China,28
7/23/2026,Trinxat,Spain,"Cabbage, potatoes, olive oil, garlic, salt, black pepper, bacon (optional), pork fat (optional), parsley (optional).",3681,Italy,19
7/23/2026,Danpatjuk,North Korea; South Korea,"Red beans, glutinous rice flour, water, sugar, salt, chestnuts (optional), rice cake balls (optional), pine nuts (optional)",3854,South Korea,29
7/24/2026,Fugu-nabe,Japan,"Pufferfish, kombu, tofu, napa cabbage, shiitake mushrooms, enoki mushrooms, chrysanthemum leaves, spring onions, carrots (optional), daikon (optional)",4865,Japan,88
7/24/2026,Scallop roll,United States,"Scallops, sandwich rolls, lettuce, tomato, tartar sauce, mayonnaise (optional), pickles (optional), lemon juice (optional), butter (optional), breadcrumbs (optional), flour (optional), egg (optional), salt, black pepper, hot sauce (optional)",4616,United States,63
7/24/2026,Lemon Delicious Pudding,Australia; New Zealand,"lemons, butter, sugar, eggs, flour, milk, cream (optional), icing sugar (optional)",3562,France,37
7/25/2026,Hokkien Fried Rice,Hong Kong,"Rice, shrimp, chicken, barbecue pork, peas, carrots, eggs, onions, garlic, soy sauce, oyster sauce, sesame oil, salt, pepper, spring onions, bean sprouts (optional), mushrooms (optional), bell peppers (optional).",3247,China,46
7/25/2026,Mish-mash,Bulgaria,"Eggs, tomatoes, peppers, onions, feta cheese, parsley (optional), salt, black pepper.",3349,Greece,48
7/25/2026,Tamina,Algeria,"Semolina, butter, honey, almonds (optional), cinnamon (optional).",2904,Italy,21
7/26/2026,Lihapiirakka,Finland,"All-purpose flour, butter, milk, yeast, sugar, salt, minced meat, rice, onion, black pepper, egg, (optional) nutmeg, (optional) allspice.",3319,United Kingdom,27
7/26/2026,Butterkäse,Germany,"Cow's milk, cream, salt, culture, rennet.",4040,France,30
7/26/2026,Tongba,Nepal; India,"Millet, water, yeast.",3177,China,20
7/27/2026,Sopa De Lima,Mexico,"Chicken broth, lime juice, tortilla strips, chicken breast, tomatoes, onion, garlic, cilantro, oregano, chili peppers, avocado (optional), bell peppers (optional).",4787,Mexico,79
7/27/2026,Zwieback,Netherlands; Russia,"Flour, yeast, milk, water, sugar, salt, butter, (eggs optional), (lard optional).",3468,United Kingdom,32
7/27/2026,Kue Ape,Indonesia,"Rice flour, all-purpose flour, coconut milk, sugar, salt, pandan juice (optional), baking powder (optional), vanilla extract (optional), food coloring (optional)",4032,Philippines,24
7/28/2026,Caprese Salad,Italy,"Tomatoes, mozzarella cheese, fresh basil, olive oil, salt, black pepper, balsamic vinegar (optional).",4960,Italy,96
7/28/2026,Lemon Duck,China,"Duck, lemon, ginger, garlic, soy sauce, sugar, salt, sesame oil, rice wine vinegar, scallions, chili peppers (optional), star anise (optional), coriander (optional).",4731,China,78
7/28/2026,Milk-cream Strudel,Austria; Hungary,"Flour, milk, cream, sugar, eggs, butter, salt, lemon zest, vanilla extract, raisins (optional), cinnamon (optional), powdered sugar (optional).",3689,France,32
7/29/2026,Lumpiang Ubod,Philippines,"Heart of palm, garlic, onions, carrots, bamboo shoots, shrimp, pork, lettuce, lumpia wrappers, soy sauce, fish sauce, vinegar, salt, pepper, sugar, peanuts, garlic sauce (optional), sweet chili sauce (optional).",3839,Philippines,28
7/29/2026,Hangikjöt,Iceland,"Lamb, salt, sugar, juniper, birch, water, (optional) cloves, (optional) bay leaves.",3390,United Kingdom,24
7/29/2026,Puits D'amour,France,"Puff pastry, flour, butter, sugar, eggs, milk, vanilla, cream, salt, water, jam (optional), honey (optional).",4575,France,53
7/30/2026,Bánh Khọt,Vietnam,"Rice flour, coconut milk, turmeric powder, water, salt, scallions, shrimp, mung beans (optional), pork (optional), bean sprouts (optional), herbs (optional), lettuce (optional), fish sauce, pickled carrots (optional), pickled daikon (optional), chili (optional)",4217,Vietnam,37
7/30/2026,Pancit habhab,Philippines,"Miki noodles, pork, pork liver (optional), shrimp (optional), garlic, onion, carrots, chayote, green beans, cabbage, soy sauce, fish sauce, black pepper, vinegar, cooking oil, banana leaf (optional for serving)",4083,Philippines,36
7/30/2026,Scovardă,Romania,"Wheat flour, water, salt, lard, sugar (optional), milk (optional).",2895,France,52
7/31/2026,Idiazabal Cheese,Spain,"Raw sheep's milk, salt, rennet, preservatives (optional), smokiness (optional).",4041,France,32
7/31/2026,Lemon Chicken,United States; Hong Kong,"Chicken, lemon juice, lemon zest, sugar, soy sauce, garlic, ginger, chicken broth, cornstarch, oil, salt, pepper, eggs (optional), flour (optional), vinegar (optional), honey (optional), green onions (optional), sesame seeds (optional)",4031,China,42
7/31/2026,Chelsea Bun,United Kingdom,"Flour, yeast, milk, butter, sugar, egg, salt, currants, raisins, brown sugar, cinnamon, mixed spice (optional), apricot jam, icing sugar (optional)",4325,United Kingdom,35
8/1/2026,Muneo-sukhoe,North Korea; South Korea,"Octopus, salt, vinegar, mustard paste, soy sauce, sesame seeds, garlic (optional), cucumber (optional), carrot (optional), scallion (optional), sugar (optional)",4036,Japan,63
8/1/2026,Kabanos,Poland,"pork, salt, black pepper, garlic, caraway seeds, sugar, nutmeg, paprika (optional), juniper berries (optional)",4167,Germany,33
8/1/2026,Khanom Thuai,Thailand,"Coconut milk, rice flour, tapioca flour, sugar, water, pandan leaves, coconut cream, salt, (optional) jasmine essence.",4011,Philippines,25
8/2/2026,Torly,Egypt,"Lamb or beef, potatoes, zucchini, carrots, tomatoes, bell peppers, onions, garlic, salt, black pepper, olive oil, tomato paste, cilantro, cumin, coriander, paprika, lemon juice, chickpeas, eggplants (optional), green beans (optional), peas (optional), cabbage (optional).",3381,Turkey,20
8/2/2026,Peppersoup,Nigeria; Sierra Leone; Ghana,"Meat or fish, water, onions, garlic, ginger, peppersoup spice mix, chili pepper, seasoning cubes, salt, basil leaves, crayfish (optional), scent leaves (optional).",3035,Jamaica,10
8/2/2026,Dulce De Frijol,Mexico; Guatemala,"Black beans, sugar, cinnamon, water, vanilla (optional), milk (optional), clove (optional), orange peel (optional)",3953,Mexico,24
8/3/2026,Cacciucco,Italy,"Fish, shellfish, olive oil, garlic, tomatoes, white wine, chili pepper, parsley, crusty bread, (optional) onion, (optional) celery, (optional) carrot.",4518,Italy,50
8/3/2026,Nasi Goreng Trafasie,Suriname,"Rice, chicken, shrimp (optional), onion, garlic, celery, tomato, soy sauce, chili pepper, egg (optional), green peas (optional), carrot (optional), bell pepper (optional), scallion (optional)",1367,China,32
8/3/2026,Aachener Printen,Germany,"Rye flour, sugar, syrup, cinnamon, cloves, cardamom, aniseed, coriander, allspice, nuts (optional), candied peel (optional), chocolate coating (optional).",4061,Germany,26
8/4/2026,Bammy,Jamaica,"Cassava, salt, water, coconut milk (optional), oil (for frying).",2453,Brazil,14
8/4/2026,Rfissa,Morocco,"Chicken, lentils, msemen, onions, garlic, saffron, ginger, turmeric, coriander, parsley, ras el hanout, salt, pepper, olive oil, butter, fenugreek seeds, water, smen (optional), almonds (optional), hard-boiled eggs (optional).",3134,Morocco,15
8/4/2026,Hello Panda,Japan,"Flour, sugar, palm oil, starch, cocoa powder, milk, salt, leavening agents, soy lecithin, vanilla extract, (optional: rice syrup, malted barley extract)",4555,Japan,54
8/5/2026,Mughlai Paratha,Bangladesh; India,"Flour, eggs, minced meat, onions, green chilies, ginger, garlic, spices, salt, ghee, oil, coriander leaves, turmeric, cumin, garam masala, chili powder.",4654,India,77
8/5/2026,Cifantuan,Hong Kong; Macau; China; Taiwan,"Glutinous rice, youtiao, sliced pickles, soy sauce, mustard pickles, pork floss (optional), chili sauce (optional).",4679,China,57
8/5/2026,Cascaron,Philippines,"Glutinous rice flour, coconut milk, brown sugar, grated coconut, water, vegetable oil, sweet potatoes (optional), food coloring (optional).",3972,Philippines,34
8/6/2026,Vieux Carré,Contiguous United States,"Rye whiskey, cognac, sweet vermouth, Benedictine, Angostura bitters, Peychaud's bitters, lemon peel (optional), cherry (optional)",4274,Contiguous United States,52
8/6/2026,Salmorejo,Spain,"Tomatoes, bread, garlic, olive oil, vinegar, salt, (optional) hard-boiled eggs, (optional) Serrano ham",4672,Spain,65
8/6/2026,Café Liégeois,France,"Coffee, vanilla ice cream, whipped cream, sugar (optional), chocolate shavings (optional).",4265,Italy,45
8/7/2026,Herve,Belgium,"Milk, bacterial cultures, rennet, salt.",3935,France,59
8/7/2026,Koi,Malaysia; Cambodia; Vietnam; Myanmar; Laos; Thailand,"Raw fish, lime juice, salt, chili, garlic, shallots, mint leaves, roasted rice powder, fish sauce, lemongrass, coriander leaves, spring onions, sugar, (optional) cilantro, (optional) ground roasted peanuts, (optional) banana flower.",4232,Thailand,28
8/7/2026,Jaecheop-guk,North Korea; South Korea,"Jaecheop (small freshwater clams), water, green onions, garlic, soy sauce, doenjang (fermented soybean paste), egg (optional), sesame oil (optional), red chili pepper (optional), enoki mushrooms (optional).",4660,South Korea,73
8/8/2026,Macarona Bil-bechamel,Egypt,"Pasta, ground beef, onion, garlic, tomato sauce, béchamel sauce, butter, flour, milk, cheese, salt, pepper, nutmeg (optional), cinnamon (optional), allspice (optional), bay leaves (optional), chili flakes (optional).",3153,Italy,55
8/8/2026,Lontong,Indonesia,"Rice, banana leaves, water, coconut milk, salt, sugar, peanuts (optional), boiled eggs (optional), tofu (optional), tempeh (optional), curry spices (optional), vegetables (optional).",3991,Indonesia,22
8/8/2026,Passion Fruit Mousse,Brazil; Portugal,,3659,Brazil,21
8/9/2026,Weisslacker,Germany,"Cow's milk, salt, rennet, bacterial cultures, cream (optional).",4550,Germany,54
8/9/2026,Scotch Woodcock,England,"Eggs, butter, cream, anchovies, bread, cayenne pepper, black pepper, salt, parsley (optional)",4050,England,20
8/9/2026,Licitar Hearts,Croatia; Slovenia,"Flour, sugar, honey, water, baking soda, eggs, lemon zest, ground anise (optional), ground cinnamon (optional), ground cloves (optional), food coloring (optional).",3326,Mexico,20
